  id   ;                 name                 ;new name;           username            ;new username;                             url                             ; iso ;new country;check;A revoir;
   640 ; All things slim                      ;All Things Slim; Allthingsslim                 ;AllThingsSlim; http://www.allthingsslim.com                                ; US;US;OK;;
   693 ; Rebecca Fear                         ;Fear in Wonderland; RebeccaFear                   ;FearinWonderland; http://thevoiceinsideherself.blogspot.com                   ; US;US;OK;;
   622 ; Ashlei Louise .                      ;Faltering Bird; AshleiLouise.                 ;FalteringBird; http://falteringbird.blogspot.com                           ; US;US;OK;;
 13335 ; It's Camille Co                      ;Camille Tries to blog; itscamilleco                  ;CamilleTriestoblog; http://itscamilleco.com                                     ; US;US;OK;;
   795 ; Veronica  P                          ;BitterSweet Colours; VeronicaP                     ;BitterSweetColours; http://bittersweetcolours.blogspot.com                      ; US;US;OK;;
    66 ; Rachel Ellam                         ;Rachellam; Rachellam                     ;Rachellam; http://www.rachellam.net                                    ; US;US;OK;;
   736 ; Janice G                             ;The Style Fringe; JaniceG                       ;TheStyleFringe; http://the-stylefringe.blogspot.com                         ; US;US;OK;;
   773 ; Mai Sunshine                         ;Little Mai Sunshine; MaiSunshine                   ;LittleMaiSunshine; http://littlemaisunshine.com                                ; US;US;OK;;
   603 ; Le Happy                             ; Le Happy                             ; LeHappy                       ; LeHappy                       ; http://www.le-happy.com                                     ; US;US;OK;;
   703 ; Sarah S.                             ;lamé chic; SarahS.                       ;laméchic; http://www.lamechic.com                                     ; US;US;OK;;
   637 ; Kier Mellour                         ;Fashion Addict; KierMellour                   ;FashionAddict; http://www.fashionaddict.la                                 ; US;US;OK;;
   708 ; Jen Mulrow                           ;photojenic; JenMulrow                     ;photojenic; http://photojenicblog.blogspot.com                          ; US;US;OK;;
